cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
7	['006 L4/5 IT CTX Glut', '005 L5 IT CTX Glut']	[0.991, 0.009]	006 L4/5 IT CTX Glut	005 L5 IT CTX Glut	False	['Kcnip2', 'Pcp4', 'Enc1', 'Myl4', 'Synpr']	[4.849, 4.98, 0.019, 0.0, 2.2]	[6, 14, 13, 21, 5, 12]	['036 HPF CR Glut', '051 Pvalb chandelier Gaba', '046 Vip Gaba', '037 DG Glut', '017 CA3 Glut', '332 SMC NN']	[36.01, 36.06, 51.88, 72.84, 73.98, 80.89]
8	['326 OPC NN']	[1.0]	326 OPC NN	338 Lymphoid NN	False	['Pde1a', 'Meis2', 'Serpine2', 'Epas1', 'Nnat']	[12.17, 4.369, 2.89, 2.829, 2.99]	[15, 1, 9, 2, 16, 10]	['045 OB-STR-CTX Inh IMN', '326 OPC NN', '031 CT SUB Glut', '330 VLMC NN', '331 Peri NN', '056 Sst Chodl Gaba']	[36.5, 37.11, 41.18, 50.95, 55.87, 72.11]
12	['025 CA2-FC-IG Glut']	[1.0]	025 CA2-FC-IG Glut	332 SMC NN	False	['Enc1', 'Kcnd3', 'Snca', 'Sv2b', 'Tafa1']	[13.09, 10.39, 13.539, 11.96, 9.039]	[19, 13, 11, 5, 20, 4]	['049 Lamp5 Gaba', '046 Vip Gaba', '030 L6 CT CTX Glut', '017 CA3 Glut', '006 L4/5 IT CTX Glut', '025 CA2-FC-IG Glut']	[36.0, 36.06, 39.81, 43.83, 50.91, 51.0]
15	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Pde1a', 'Tafa1', 'Sv2b', 'Nrgn', 'Snca']	[16.379, 5.92, 3.329, 3.9, 3.529]	[8, 22, 16, 23, 9, 17]	['338 Lymphoid NN', '016 CA1-ProS Glut', '331 Peri NN', '334 Microglia NN', '031 CT SUB Glut', '004 L6 IT CTX Glut']	[36.5, 38.63, 39.81, 51.26, 52.8, 72.11]
20	['053 Sst Gaba']	[1.0]	053 Sst Gaba	006 L4/5 IT CTX Glut	False	['Slc6a1', 'Gad2', 'Gad1', 'Nxph1', 'Slc32a1']	[32.7, 17.989, 13.77, 8.619, 3.72]	[19, 13, 27, 21, 12, 14]	['049 Lamp5 Gaba', '046 Vip Gaba', '052 Pvalb Gaba', '037 DG Glut', '332 SMC NN', '051 Pvalb chandelier Gaba']	[36.0, 36.06, 37.95, 40.71, 50.91, 51.88]
25	['053 Sst Gaba']	[1.0]	053 Sst Gaba	337 DC NN	False	['Cnr1', 'Slc6a1', 'Grik1', 'Rab3c', 'Reln']	[21.069, 21.829, 18.6, 21.77, 11.1]	[24, 32, 26, 18, 17, 33]	['007 L2/3 IT CTX Glut', '053 Sst Gaba', '048 RHP-COA Ndnf Gaba', '022 L5 ET CTX Glut', '004 L6 IT CTX Glut', '038 DG-PIR Ex IMN']	[36.35, 37.36, 39.0, 39.0, 50.92, 51.54]
31	['053 Sst Gaba']	[1.0]	053 Sst Gaba	333 Endo NN	False	['Grik1', 'Nxph1', 'Serpini1', 'Slc6a1', 'Kcnip1']	[19.25, 11.21, 11.399, 11.46, 7.9]	[32, 38, 24, 30, 25, 23]	['053 Sst Gaba', '050 Lamp5 Lhx6 Gaba', '007 L2/3 IT CTX Glut', '032 L5 NP CTX Glut', '337 DC NN', '334 Microglia NN']	[36.5, 36.67, 41.68, 46.23, 53.37, 53.67]
33	['046 Vip Gaba']	[1.0]	046 Vip Gaba	038 DG-PIR Ex IMN	False	['Grik1', 'Cnr1', 'Cadps2', 'Ntng1', 'Gad2']	[18.51, 32.049, 10.0, 9.76, 6.73]	[34, 32, 26, 27, 25, 35]	['319 Astro-TE NN', '053 Sst Gaba', '048 RHP-COA Ndnf Gaba', '052 Pvalb Gaba', '337 DC NN', '336 Monocytes NN']	[36.0, 36.05, 36.67, 51.16, 51.54, 72.34]
35	['338 Lymphoid NN']	[1.0]	338 Lymphoid NN	336 Monocytes NN	False	['Pcp4', 'Bcl11b', 'Trp53i11', 'Zbtb20', 'Prkca']	[11.84, 2.509, 1.539, 4.73, 1.96]	[28, 34, 27, 21, 33, 26]	['029 L6b CTX Glut', '319 Astro-TE NN', '052 Pvalb Gaba', '037 DG Glut', '038 DG-PIR Ex IMN', '048 RHP-COA Ndnf Gaba']	[36.5, 36.67, 52.31, 72.17, 72.34, 80.5]
17	['017 CA3 Glut']	[1.0]	017 CA3 Glut	030 L6 CT CTX Glut	False	['Tafa1', 'Plp1', 'Zbtb20', 'Synpr', 'Ptgds']	[24.17, 39.229, 32.569, 7.09, 12.76]	[16, 10, 24, 18, 23, 9]	['022 L5 ET CTX Glut', '017 CA3 Glut', '037 DG Glut', '327 Oligo NN', '330 VLMC NN', '007 L2/3 IT CTX Glut']	[36.0, 36.06, 37.11, 37.64, 50.92, 51.0]
5	['046 Vip Gaba']	[1.0]	046 Vip Gaba	038 DG-PIR Ex IMN	False	['Ptgds', 'Gad2', 'Kcnip1', 'Cck', 'Vip']	[55.299, 11.489, 10.96, 9.6, 6.659]	[12, 4, 6, 11, 13, 7]	['047 Sncg Gaba', '329 ABC NN', '048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '331 Peri NN', '053 Sst Gaba']	[37.36, 38.63, 40.71, 51.0, 51.39, 72.03]
13	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	331 Peri NN	False	['Npy', 'Grik1', 'Cck', 'Col25a1', 'Cplx2']	[20.04, 21.12, 22.53, 16.1, 27.11]	[14, 6, 12, 20, 5, 7]	['017 CA3 Glut', '048 RHP-COA Ndnf Gaba', '047 Sncg Gaba', '005 L5 IT CTX Glut', '038 DG-PIR Ex IMN', '053 Sst Gaba']	[37.95, 37.95, 39.81, 40.71, 51.39, 51.7]
16	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	334 Microglia NN	False	['Pcp4', 'Nptx1', 'Slc17a7', 'Snca', 'Nrgn']	[32.74, 11.569, 14.01, 11.609, 21.239]	[9, 23, 15, 17, 22, 10]	['030 L6 CT CTX Glut', '319 Astro-TE NN', '025 CA2-FC-IG Glut', '032 L5 NP CTX Glut', '335 BAM NN', '031 CT SUB Glut']	[36.06, 36.12, 36.35, 41.18, 51.26, 51.54]
18	['051 Pvalb chandelier Gaba']	[1.0]	051 Pvalb chandelier Gaba	336 Monocytes NN	False	['Kcnd3', 'Bcl11b', 'Kcnip1', 'Gad2', 'Snca']	[8.8, 6.949, 8.369, 6.849, 9.489]	[11, 17, 25, 19, 10, 12]	['004 L6 IT CTX Glut', '032 L5 NP CTX Glut', '332 SMC NN', '051 Pvalb chandelier Gaba', '031 CT SUB Glut', '047 Sncg Gaba']	[36.5, 36.88, 37.11, 37.95, 51.07, 51.39]
26	['051 Pvalb chandelier Gaba']	[1.0]	051 Pvalb chandelier Gaba	338 Lymphoid NN	False	['Slc6a1', 'Thsd7a', 'Snca', 'Pvalb', 'Gad2']	[20.959, 13.939, 17.629, 10.71, 11.899]	[19, 27, 25, 33, 20, 18]	['051 Pvalb chandelier Gaba', '006 L4/5 IT CTX Glut', '332 SMC NN', '052 Pvalb Gaba', '005 L5 IT CTX Glut', '336 Monocytes NN']	[36.06, 36.12, 40.71, 43.27, 50.92, 51.88]
28	['053 Sst Gaba']	[1.0]	053 Sst Gaba	337 DC NN	False	['Npy', 'Nxph1', 'Pcp4', 'Sst', 'Nos1']	[49.18, 17.299, 18.52, 12.46, 7.84]	[35, 27, 21, 34, 20, 14]	['326 OPC NN', '006 L4/5 IT CTX Glut', '056 Sst Chodl Gaba', '045 OB-STR-CTX Inh IMN', '005 L5 IT CTX Glut', '017 CA3 Glut']	[36.12, 39.0, 39.81, 51.7, 52.09, 72.11]
31	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	036 HPF CR Glut	False	['Gad2', 'Npy', 'Hapln1', 'Gad1', 'Slc6a1']	[15.789, 14.06, 6.92, 10.02, 19.549]	[38, 32, 30, 24, 25, 23]	['330 VLMC NN', '050 Lamp5 Lhx6 Gaba', '327 Oligo NN', '049 Lamp5 Gaba', '332 SMC NN', '319 Astro-TE NN']	[36.12, 36.35, 38.63, 39.4, 51.0, 51.0]
18	['056 Sst Chodl Gaba', '053 Sst Gaba']	[0.829, 0.171]	056 Sst Chodl Gaba	337 DC NN	False	['Sst', 'Nos1', 'Npy', 'Pcp4', 'Sv2b']	[51.08, 40.229, 34.889, 30.899, 12.81]	[17, 11, 25, 19, 12, 10]	['329 ABC NN', '334 Microglia NN', '022 L5 ET CTX Glut', '056 Sst Chodl Gaba', '017 CA3 Glut', '007 L2/3 IT CTX Glut']	[36.67, 37.64, 37.95, 39.0, 52.31, 52.55]
20	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	333 Endo NN	False	['Sst', 'Nos1', 'Npy', 'Pcp4', 'Gad2']	[75.279, 57.22, 44.689, 21.61, 12.779]	[19, 13, 21, 27, 12, 26]	['056 Sst Chodl Gaba', '032 L5 NP CTX Glut', '332 SMC NN', '025 CA2-FC-IG Glut', '017 CA3 Glut', '031 CT SUB Glut']	[36.22, 37.11, 39.81, 40.71, 51.39, 51.7]
22	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Col25a1', 'Synpr', 'Rab3c', 'Slc6a1']	[51.709, 19.43, 10.789, 12.6, 10.09]	[15, 29, 23, 16, 30, 24]	['048 RHP-COA Ndnf Gaba', '047 Sncg Gaba', '005 L5 IT CTX Glut', '036 HPF CR Glut', '038 DG-PIR Ex IMN', '045 OB-STR-CTX Inh IMN']	[36.67, 43.83, 46.86, 51.26, 55.07, 72.25]
30	['046 Vip Gaba']	[1.0]	046 Vip Gaba	038 DG-PIR Ex IMN	False	['Cnr1', 'Cck', 'Kcnip1', 'Gad2', 'Nxph1']	[55.43, 17.879, 13.319, 12.079, 16.54]	[29, 37, 23, 31, 36, 38]	['047 Sncg Gaba', '051 Pvalb chandelier Gaba', '005 L5 IT CTX Glut', '049 Lamp5 Gaba', '053 Sst Gaba', '338 Lymphoid NN']	[36.22, 36.34, 37.11, 37.11, 52.54, 54.0]
38	['045 OB-STR-CTX Inh IMN']	[1.0]	045 OB-STR-CTX Inh IMN	338 Lymphoid NN	False	['Nxph1', 'Gad2', 'Slc6a1', 'Thsd7a', 'Gad1']	[14.569, 7.61, 9.26, 5.039, 4.96]	[31, 37, 32, 30, 36, 24]	['049 Lamp5 Gaba', '051 Pvalb chandelier Gaba', '330 VLMC NN', '038 DG-PIR Ex IMN', '053 Sst Gaba', '045 OB-STR-CTX Inh IMN']	[37.11, 42.72, 51.07, 54.0, 72.17, 72.56]
12	['052 Pvalb Gaba', '053 Sst Gaba', '046 Vip Gaba']	[0.549, 0.333, 0.118]	052 Pvalb Gaba	335 BAM NN	False	['Slc6a1', 'Thsd7a', 'Serpini1', 'Gad1', 'Bcl11b']	[26.86, 19.309, 13.149, 12.829, 10.01]	[13, 5, 11, 19, 20, 18]	['051 Pvalb chandelier Gaba', '029 L6b CTX Glut', '333 Endo NN', '050 Lamp5 Lhx6 Gaba', '006 L4/5 IT CTX Glut', '332 SMC NN']	[36.67, 37.36, 38.63, 38.63, 50.91, 50.92]
18	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Rab3c', 'Slc6a1', 'Cxcl14', 'Synpr', 'Gad1']	[16.819, 13.01, 9.069, 9.529, 9.039]	[17, 11, 19, 25, 12, 24]	['004 L6 IT CTX Glut', '333 Endo NN', '050 Lamp5 Lhx6 Gaba', '047 Sncg Gaba', '335 BAM NN', '045 OB-STR-CTX Inh IMN']	[36.22, 39.0, 39.0, 39.4, 50.92, 50.95]
27	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	319 Astro-TE NN	False	['Rab3c', 'Sv2b', 'C1ql3', 'Nos1', 'Stmn1']	[19.389, 13.149, 10.52, 8.09, 13.25]	[26, 20, 34, 28, 33, 19]	['016 CA1-ProS Glut', '006 L4/5 IT CTX Glut', '338 Lymphoid NN', '022 L5 ET CTX Glut', '049 Lamp5 Gaba', '050 Lamp5 Lhx6 Gaba']	[36.67, 37.11, 39.0, 41.18, 50.91, 51.16]
34	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	338 Lymphoid NN	False	['Nos1', 'Npy', 'Sst', 'Gad2', 'Grik1']	[51.06, 44.159, 18.51, 13.439, 12.84]	[35, 27, 33, 28, 26, 20]	['056 Sst Chodl Gaba', '319 Astro-TE NN', '049 Lamp5 Gaba', '022 L5 ET CTX Glut', '016 CA1-ProS Glut', '006 L4/5 IT CTX Glut']	[36.01, 39.0, 39.0, 51.16, 55.46, 72.25]
37	['338 Lymphoid NN', '336 Monocytes NN', '038 DG-PIR Ex IMN']	[0.729, 0.266, 0.005]	338 Lymphoid NN	336 Monocytes NN	False	['Zbtb20', 'Pcp4', 'Sst', 'Fos', 'Stmn1']	[6.25, 4.289, 7.809, 0.009, 2.7]	[36, 38, 30, 29, 31, 23]	['037 DG Glut', '005 L5 IT CTX Glut', '331 Peri NN', '053 Sst Gaba', '052 Pvalb Gaba', '330 VLMC NN']	[38.28, 42.72, 43.83, 51.88, 55.07, 75.58]
4	['333 Endo NN']	[1.0]	333 Endo NN	338 Lymphoid NN	False	['Flt1', 'Fn1', 'Mgp', 'Epas1', 'Qk']	[12.51, 5.159, 5.73, 3.63, 6.59]	[5, 3, 11, 10, 12, 18]	['333 Endo NN', '329 ABC NN', '052 Pvalb Gaba', '030 L6 CT CTX Glut', '046 Vip Gaba', '335 BAM NN']	[36.06, 37.64, 38.63, 52.8, 53.08, 72.17]
13	['047 Sncg Gaba', '048 RHP-COA Ndnf Gaba']	[0.994, 0.006]	047 Sncg Gaba	036 HPF CR Glut	False	['Gad1', 'Col25a1', 'Vip', 'Tafa1', 'Npy']	[20.389, 15.72, 11.119, 25.209, 8.68]	[14, 12, 6, 20, 5, 7]	['022 L5 ET CTX Glut', '046 Vip Gaba', '330 VLMC NN', '047 Sncg Gaba', '333 Endo NN', '038 DG-PIR Ex IMN']	[36.0, 37.95, 39.4, 40.25, 50.92, 50.95]
23	['037 DG Glut']	[1.0]	037 DG Glut	336 Monocytes NN	False	['Pcp4', 'Nrgn', 'Pde1a', 'Slc17a7', 'Cck']	[14.699, 32.349, 16.12, 12.51, 11.539]	[30, 16, 24, 22, 17, 15]	['017 CA3 Glut', '029 L6b CTX Glut', '332 SMC NN', '334 Microglia NN', '016 CA1-ProS Glut', '050 Lamp5 Lhx6 Gaba']	[36.0, 36.01, 37.11, 48.17, 51.0, 51.7]
2	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	331 Peri NN	False	['Col25a1', 'Nos1', 'Npy', 'Pcp4', 'Sst']	[40.279, 33.18, 30.659, 23.719, 17.59]	[3, 9, 1, 8, 10, 16]	['056 Sst Chodl Gaba', '030 L6 CT CTX Glut', '047 Sncg Gaba', '037 DG Glut', '336 Monocytes NN', '032 L5 NP CTX Glut']	[36.0, 36.22, 41.18, 53.67, 54.0, 72.01]
4	['053 Sst Gaba', '056 Sst Chodl Gaba']	[0.997, 0.003]	053 Sst Gaba	338 Lymphoid NN	False	['Col25a1', 'Npy', 'Nos1', 'Sst', 'Pde1a']	[25.569, 27.329, 22.209, 20.879, 16.19]	[3, 11, 5, 12, 10, 2]	['056 Sst Chodl Gaba', '049 Lamp5 Gaba', '022 L5 ET CTX Glut', '045 OB-STR-CTX Inh IMN', '336 Monocytes NN', '331 Peri NN']	[36.88, 39.0, 46.23, 52.8, 57.17, 72.44]
10	['056 Sst Chodl Gaba', '053 Sst Gaba']	[0.949, 0.051]	056 Sst Chodl Gaba	336 Monocytes NN	False	['Pcp4', 'Nos1', 'Gad2', 'Npy', 'Gad1']	[31.299, 27.239, 18.629, 24.969, 18.93]	[17, 11, 9, 3, 18, 16]	['051 Pvalb chandelier Gaba', '049 Lamp5 Gaba', '030 L6 CT CTX Glut', '056 Sst Chodl Gaba', '005 L5 IT CTX Glut', '032 L5 NP CTX Glut']	[36.67, 37.64, 38.63, 40.25, 51.16, 53.67]
12	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Tafa1', 'Nrgn', 'Slc17a7', 'Enc1', 'C1ql3']	[32.95, 10.38, 11.329, 7.489, 3.96]	[13, 11, 19, 5, 18, 4]	['327 Oligo NN', '049 Lamp5 Gaba', '016 CA1-ProS Glut', '022 L5 ET CTX Glut', '005 L5 IT CTX Glut', '338 Lymphoid NN']	[36.0, 36.01, 37.11, 39.0, 51.39, 52.8]
13	['045 OB-STR-CTX Inh IMN', '326 OPC NN']	[0.996, 0.004]	045 OB-STR-CTX Inh IMN	337 DC NN	False	['Slc6a1', 'Thsd7a', 'Gad1', 'Bcl11b', 'Nxph1']	[27.719, 10.34, 12.289, 10.47, 8.569]	[20, 14, 12, 6, 5, 19]	['051 Pvalb chandelier Gaba', '030 L6 CT CTX Glut', '032 L5 NP CTX Glut', '329 ABC NN', '031 CT SUB Glut', '053 Sst Gaba']	[36.01, 36.12, 36.22, 44.41, 51.16, 53.67]
25	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Gad2', 'Pcp4', 'Cck', 'Synpr', 'Grik1']	[17.829, 19.04, 24.84, 10.399, 10.34]	[32, 24, 18, 26, 33, 31]	['319 Astro-TE NN', '047 Sncg Gaba', '025 CA2-FC-IG Glut', '045 OB-STR-CTX Inh IMN', '046 Vip Gaba', '326 OPC NN']	[36.0, 36.22, 38.27, 39.81, 50.95, 51.39]
37	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	338 Lymphoid NN	False	['Pde1a', 'Nptx1', 'Pcp4', 'Cplx2', 'Sv2b']	[12.68, 8.569, 9.239, 12.3, 7.699]	[36, 30, 38, 29, 31, 23]	['005 L5 IT CTX Glut', '036 HPF CR Glut', '017 CA3 Glut', '037 DG Glut', '326 OPC NN', '050 Lamp5 Lhx6 Gaba']	[36.06, 38.63, 39.4, 51.39, 53.37, 75.29]
4	['053 Sst Gaba']	[1.0]	053 Sst Gaba	016 CA1-ProS Glut	False	['Sst', 'Nxph1', 'Npy', 'Gad1', 'Gad2']	[53.43, 31.7, 16.19, 17.11, 12.989]	[5, 3, 11, 12, 10, 18]	['046 Vip Gaba', '053 Sst Gaba', '056 Sst Chodl Gaba', '047 Sncg Gaba', '334 Microglia NN', '036 HPF CR Glut']	[36.35, 37.64, 41.18, 51.16, 51.7, 72.01]
10	['053 Sst Gaba']	[1.0]	053 Sst Gaba	334 Microglia NN	False	['Nxph1', 'Sst', 'Gad1', 'Pde1a', 'Npy']	[25.11, 24.54, 16.309, 14.71, 10.939]	[3, 11, 9, 17, 2, 4]	['053 Sst Gaba', '056 Sst Chodl Gaba', '004 L6 IT CTX Glut', '031 CT SUB Glut', '326 OPC NN', '016 CA1-ProS Glut']	[36.06, 46.23, 46.86, 48.84, 51.0, 51.7]
13	['046 Vip Gaba']	[1.0]	046 Vip Gaba	051 Pvalb chandelier Gaba	False	['Cnr1', 'Synpr', 'Vip', 'Trp53i11', 'Cxcl14']	[20.979, 14.939, 10.81, 8.22, 5.219]	[12, 14, 6, 20, 7, 5]	['047 Sncg Gaba', '337 DC NN', '037 DG Glut', '333 Endo NN', '332 SMC NN', '046 Vip Gaba']	[36.35, 37.36, 43.83, 48.84, 50.91, 53.08]
16	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	330 VLMC NN	False	['Cnr1', 'Rab3c', 'Col25a1', 'Ntng1', 'Cck']	[66.4, 19.03, 12.02, 9.649, 11.84]	[17, 9, 15, 23, 22, 8]	['031 CT SUB Glut', '004 L6 IT CTX Glut', '048 RHP-COA Ndnf Gaba', '052 Pvalb Gaba', '050 Lamp5 Lhx6 Gaba', '022 L5 ET CTX Glut']	[36.01, 36.06, 37.36, 50.21, 51.39, 52.55]
18	['053 Sst Gaba']	[1.0]	053 Sst Gaba	036 HPF CR Glut	False	['Sst', 'Col25a1', 'Gad1', 'Nos1', 'Gad2']	[43.349, 8.859, 9.68, 6.539, 6.55]	[19, 25, 11, 17, 24, 12]	['329 ABC NN', '038 DG-PIR Ex IMN', '056 Sst Chodl Gaba', '031 CT SUB Glut', '336 Monocytes NN', '047 Sncg Gaba']	[39.0, 39.81, 40.71, 42.72, 51.26, 51.26]
24	['337 DC NN']	[1.0]	337 DC NN	336 Monocytes NN	False	['Zbtb20', 'Qk', 'Ndnf', 'Pcp4', 'Prkca']	[15.869, 11.149, 3.47, 10.1, 3.039]	[31, 25, 17, 23, 18, 30]	['331 Peri NN', '038 DG-PIR Ex IMN', '031 CT SUB Glut', '052 Pvalb Gaba', '036 HPF CR Glut', '049 Lamp5 Gaba']	[36.06, 37.64, 39.81, 40.71, 51.26, 51.54]
26	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Pcp4', 'Pde1a', 'Meis2', 'Nnat', 'Igfbp5']	[19.79, 7.639, 6.63, 5.57, 5.179]	[33, 19, 25, 27, 18, 34]	['029 L6b CTX Glut', '329 ABC NN', '038 DG-PIR Ex IMN', '045 OB-STR-CTX Inh IMN', '036 HPF CR Glut', '017 CA3 Glut']	[36.12, 37.11, 37.64, 37.64, 51.26, 51.7]
27	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Enc1', 'Plp1', 'Nrgn', 'Slc17a7', 'Neurod6']	[13.579, 44.119, 10.55, 8.72, 2.91]	[34, 20, 28, 26, 21, 19]	['017 CA3 Glut', '333 Endo NN', '327 Oligo NN', '338 Lymphoid NN', '006 L4/5 IT CTX Glut', '329 ABC NN']	[36.06, 36.35, 37.64, 37.64, 50.95, 50.95]
3	['006 L4/5 IT CTX Glut', '005 L5 IT CTX Glut']	[0.715, 0.285]	006 L4/5 IT CTX Glut	005 L5 IT CTX Glut	False	['Thsd7a', 'Meis2', 'Grik1', 'Rasgrf2', 'Enc1']	[7.5, 11.399, 2.74, 4.949, 3.009]	[2, 4, 10, 11, 9, 1]	['052 Pvalb Gaba', '337 DC NN', '045 OB-STR-CTX Inh IMN', '331 Peri NN', '025 CA2-FC-IG Glut', '049 Lamp5 Gaba']	[36.5, 36.5, 40.25, 50.92, 51.0, 72.25]
10	['038 DG-PIR Ex IMN']	[0.999]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Neurod6', 'Pcp4', 'Slc17a7', 'Tafa1']	[28.42, 7.369, 17.649, 9.159, 7.8]	[9, 11, 3, 17, 18, 4]	['025 CA2-FC-IG Glut', '331 Peri NN', '005 L5 IT CTX Glut', '017 CA3 Glut', '334 Microglia NN', '337 DC NN']	[39.0, 39.81, 40.25, 43.83, 50.91, 56.28]
22	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	336 Monocytes NN	False	['Pcp4', 'Sv2b', 'Nrgn', 'Pde1a', 'Enc1']	[10.88, 9.869, 22.09, 8.96, 5.17]	[23, 29, 15, 16, 30, 36]	['029 L6b CTX Glut', '333 Endo NN', '022 L5 ET CTX Glut', '031 CT SUB Glut', '048 RHP-COA Ndnf Gaba', '047 Sncg Gaba']	[36.12, 37.36, 38.63, 51.26, 52.09, 72.03]
29	['046 Vip Gaba']	[1.0]	046 Vip Gaba	333 Endo NN	False	['Cnr1', 'Cck', 'Cadps2', 'Synpr', 'Gad2']	[50.99, 28.87, 21.379, 15.609, 12.71]	[30, 22, 36, 23, 37, 15]	['048 RHP-COA Ndnf Gaba', '336 Monocytes NN', '047 Sncg Gaba', '029 L6b CTX Glut', '032 L5 NP CTX Glut', '022 L5 ET CTX Glut']	[36.01, 37.36, 37.95, 52.55, 54.0, 72.11]
31	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Gad2', 'Cnr1', 'Grik1', 'Grin3a', 'Cplx2']	[25.899, 20.25, 10.489, 8.479, 12.609]	[32, 38, 30, 24, 37, 23]	['053 Sst Gaba', '046 Vip Gaba', '048 RHP-COA Ndnf Gaba', '038 DG-PIR Ex IMN', '032 L5 NP CTX Glut', '029 L6b CTX Glut']	[36.12, 40.25, 42.72, 44.41, 51.07, 51.7]
37	['046 Vip Gaba', '047 Sncg Gaba', '005 L5 IT CTX Glut']	[0.937, 0.051, 0.012]	046 Vip Gaba	032 L5 NP CTX Glut	False	['Cnr1', 'Cck', 'Gad2', 'Synpr', 'Slc32a1']	[47.33, 36.119, 14.939, 13.489, 5.8]	[36, 38, 30, 31, 29, 23]	['047 Sncg Gaba', '046 Vip Gaba', '048 RHP-COA Ndnf Gaba', '338 Lymphoid NN', '333 Endo NN', '029 L6b CTX Glut']	[36.5, 38.63, 40.71, 51.07, 54.0, 72.17]
2	['038 DG-PIR Ex IMN', '046 Vip Gaba']	[0.871, 0.129]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Cnr1', 'Col25a1', 'Pde1a', 'Slc6a1', 'Kcnd3']	[22.35, 4.98, 5.289, 5.86, 3.73]	[9, 1, 3, 10, 8, 16]	['329 ABC NN', '047 Sncg Gaba', '045 OB-STR-CTX Inh IMN', '332 SMC NN', '017 CA3 Glut', '337 DC NN']	[42.72, 42.72, 46.86, 50.91, 51.7, 72.01]
14	['032 L5 NP CTX Glut']	[1.0]	032 L5 NP CTX Glut	331 Peri NN	False	['Slc17a7', 'Pcp4', 'Nrgn', 'Neurod6', 'Tshz2']	[18.579, 12.21, 19.86, 6.489, 13.369]	[13, 21, 7, 6, 20, 28]	['049 Lamp5 Gaba', '025 CA2-FC-IG Glut', '032 L5 NP CTX Glut', '007 L2/3 IT CTX Glut', '333 Endo NN', '336 Monocytes NN']	[36.05, 36.5, 42.19, 51.26, 54.34, 72.03]
18	['053 Sst Gaba']	[1.0]	053 Sst Gaba	330 VLMC NN	False	['Nxph1', 'Rab3c', 'Cdh13', 'Gad2', 'Sst']	[48.259, 43.389, 13.42, 13.52, 12.859]	[17, 25, 19, 11, 24, 26]	['031 CT SUB Glut', '050 Lamp5 Lhx6 Gaba', '022 L5 ET CTX Glut', '053 Sst Gaba', '335 BAM NN', '004 L6 IT CTX Glut']	[36.22, 36.35, 36.67, 39.81, 51.0, 51.26]
20	['017 CA3 Glut']	[1.0]	017 CA3 Glut	333 Endo NN	False	['Slc17a7', 'Tafa1', 'Rab3c', 'Gda', 'Snca']	[38.189, 22.54, 22.329, 16.93, 12.18]	[19, 21, 13, 27, 26, 14]	['022 L5 ET CTX Glut', '025 CA2-FC-IG Glut', '049 Lamp5 Gaba', '048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '331 Peri NN']	[37.36, 38.27, 39.81, 41.68, 51.7, 54.34]
28	['006 L4/5 IT CTX Glut']	[0.999]	006 L4/5 IT CTX Glut	336 Monocytes NN	False	['Slc17a7', 'Prkca', 'Cadps2', 'Ntng1', 'Rab3c']	[38.529, 15.609, 12.3, 9.409, 16.879]	[27, 35, 21, 34, 20, 14]	['048 RHP-COA Ndnf Gaba', '016 CA1-ProS Glut', '025 CA2-FC-IG Glut', '029 L6b CTX Glut', '333 Endo NN', '331 Peri NN']	[36.0, 36.0, 36.88, 53.67, 55.07, 72.03]
